conductor,run,seg_idx,verdict,source,judged_at
Mehta,KU_l3E9pC8Y(05)__r00,1,contaminated,audit_sample_60,2026-08-13T00:00:00
Mehta,KU_l3E9pC8Y(05)__r00,2,clean,audit_sample_60,2026-08-13T00:00:00
Mehta,L4PB-Wh3UxA(07)__r00,1,contaminated,full_review,2026-08-13T14:43:05
Mehta,L4PB-Wh3UxA(07)__r00,2,contaminated,full_review,2026-08-13T14:43:04
Mehta,Lh6mDL-VwYw(11)__r00,1,clean,full_review,2026-08-13T14:43:13
Mehta,Lh6mDL-VwYw(11)__r00,2,clean,audit_sample_60,2026-08-13T00:00:00
Mehta,OzqBTBXMgpE(01)__r00,1,clean,full_review,2026-08-13T14:43:14
Mehta,OzqBTBXMgpE(01)__r00,2,clean,audit_sample_60,2026-08-13T00:00:00
Mehta,OzqBTBXMgpE(02)__r00,0,clean,full_review,2026-08-13T14:43:20
Mehta,UIKfvWENCsw(10)__r00,1,contaminated,audit_sample_60,2026-08-13T00:00:00
Mehta,UIKfvWENCsw(10)__r01,2,contaminated,full_review,2026-08-13T14:43:18
Mehta,UspFeXsY_9E(09)__r00,1,clean,full_review,2026-08-13T14:43:27
Mehta,V2r27Ro1MFQ(08)__r02,1,clean,full_review,2026-08-13T14:43:28
Mehta,WodoUXIdnwg(05)__r00,0,clean,audit_sample_60,2026-08-13T00:00:00
Mehta,X94yHgFHv5M(07)__r00,0,clean,full_review,2026-08-13T14:43:29
Mehta,Yh3W9BNlLTU(08)__r00,0,clean,full_review,2026-08-13T14:43:30
Mehta,Yki1z2NfO-o(04)__r00,1,clean,audit_sample_60,2026-08-13T00:00:00
Mehta,aCuB6KxXb58(06)__r00,0,clean,full_review,2026-08-13T14:43:36
Mehta,ikhuN-LcJKc(01)__r00,0,clean,full_review,2026-08-13T14:43:37
Mehta,kSOxBGu2Ms0(02)__r00,0,clean,full_review,2026-08-13T14:43:43
Mehta,kSOxBGu2Ms0(02)__r00,2,clean,full_review,2026-08-13T14:43:42
Mehta,kSOxBGu2Ms0(02)__r00,3,clean,audit_sample_60,2026-08-13T00:00:00
Mehta,kSOxBGu2Ms0(02)__r00,4,contaminated,audit_sample_60,2026-08-13T00:00:00
Mehta,o9Rq5IGen6k(02)__r01,0,clean,full_review,2026-08-13T14:43:51
Mehta,q5YhuIP_l9Y(01)__r00,0,clean,full_review,2026-08-13T14:43:52
Mehta,q5YhuIP_l9Y(01)__r01,1,clean,full_review,2026-08-13T14:43:46
Mehta,sDxdLuxtuxs(06)__r00,1,clean,full_review,2026-08-13T14:43:47
Mehta,yeNvVtAPZxE(06)__r00,0,clean,full_review,2026-08-13T14:43:54
Mehta,yeNvVtAPZxE(09)__r00,0,clean,full_review,2026-08-13T14:43:55
