conductor,video_id,year_title,year_manual,title,year_desc,year_desc_conf,year_desc_note
Haitink,_PuwYeY7DeA,,,Bruckner - Symphony no. 8 - II (2/2)  Haitink & Royal Concertgebouw Orchestra,,,
Haitink,UReOgnWLa4o,,,Bruckner: Symphony No. 4 | Bernard Haitink and the London Symphony Orchestra,2021,context,"It was an extraordinary concert that conductor Bernard Haitink (1929–2021), who "
Haitink,z_w5Mholo4M,,,Concertgebouw Orchestra Mahler Symphony No.4 Haitink Schafer,,,
Haitink,fe1pB9KqHRg,,,Debussy: La mer | Bernard Haitink and the Royal Concertgebouw Orchestra,,,
Haitink,YgodumyJ-mQ,,,EUYO & Bernard Haitink: Bruckner Symphony no. 7,,,
Haitink,-B3d1AfBPsw,,,Gustav Mahler  Symphony No. 4  Bernard Haitink,,,
Haitink,527Z4x-K6-k,,,Janine Jansen - Brahms - Violin Concerto in D major - Haitink,,,
Haitink,nqm2YBWZIrE,1977,,Kerstmatinee 1977 - Mahler 1 - KCO / Haitink,1977,context,"rnard Haitink Amsterdam, Concertgebouw, 25 december 1977 opname N.O.S."
Haitink,Ividyw_WPv4,,,Mahler - Symphony No 4 in G major - Haitink,,,
Haitink,aBlOui8r5WM,1987,,Mahler 9th Symphony Haitink/Concertgebouw Orkest 1987: 7 of 10,1987,context,ler 9th Symphony Haitink/Concertgebouw Orkest 1987: 7 of 10 3rd movement: 2
Haitink,598bZQ9g0Hs,,,Mahler Symphony No 4 Bernard Haitink,,,
Haitink,W2wMuHCYgXU,,,Mahler Symphony No 5 in C# minor Bernard Haitink,,,
Haitink,uNKXx9wf8Dg,1990,,"Mahler: Symphony 2 (finale; Haitink, °1990)",1940,context,"he German bombardment of May 14, 1940. The rest of the recordi"
Haitink,fnoElJ97UeM,,,Mahler: Symphony No. 9 / Haitink - Berliner Philharmoniker,2017,context,"erliner Philharmoniker / Recorded at the Berlin Philharmonie, 3 December 2017 Th"
Haitink,1KSK4a1YHwg,,,Mozart: Piano Concerto No. 22 | Till Fellner & Bernard Haitink with the London Symphony Orchestra,2019,context,". Haitink conducted this concerto in March 2019, one week after his 90th"
Haitink,LDBmGj9xxpM,,,Mozart: Symphony No. 35 Haffner | Bernard Haitink and the Royal Concertgebouw Orchestra,,,
Haitink,Q30TBF0H7fQ,,,"RCM Symphony Orchestra & Chorus: Bernard Haitink conducts Ravel, Daphnis et Chloé",,,
Haitink,3MkYv1DMQyI,,,Schubert: Symphony No. 5 / Haitink - Berliner Philharmoniker,2015,context,"erliner Philharmoniker / Recorded at the Berlin Philharmonie, 30 May 2015 The Be"
Haitink,IkuOHW132Vc,,,Schubert: Symphony No. 7 “Unfinished” / Haitink - Berliner Philharmoniker,2016,context,"rliner Philharmoniker / Recorded at the Berlin Philharmonie, 8 October 2016 The "
Haitink,N0iZGMXpquQ,,,"Shostakovich - Symphony No 15 in A major, Op 141 - Haitink",,,
Haitink,F4946WxSNb0,,,Symphonic Gems: Mozart - Piano Concerto No. 23 - II. Adagio - Haitink | Concertgebouworkest,,,
Haitink,kVOTNntE5R0,,,Tchaikovsky: Waltz of the Flowers / Haitink - Berliner Philharmoniker,1993,context,"hilharmoniker's European Concert at the Royal Albert Hall, London, 1 May 1993 Th"
Haitink,h_l4ZS3jM8Y,,,"Tributes are paid to renowned conductor, Bernard Haitink, who's died at the age of 92",,,
Haitink,AkOGt1sFzng,,,"Vienna Philharmonic, Bernard Haitink | Bruckner",2019,context,"KKL Luzern, Concert Hall 6 September 2019 Main Sponsor: #CreditSu"
Mehta,OADquvst_Vc,1968,,"Arthur Rubinstein & Zubin Mehta - Chopin's Piano Concerto No. 2 in F minor, Op. 21 「1968, STEREO」",1968,context,"tor Israel Philharmonic (May 26, 1968) Recorded live at the Ro"
Mehta,r5UL3LG8Uh0,,,Bartók Béla “Concerto for Orchestra”｜Zubin Mehta,,,
Mehta,1JgpsrQiewE,,,"Beethoven - Egmont Overture (New York Philharmonic, Zubin Mehta)",,,
Mehta,08FxlHVcofc,,,Beethoven - Symphony No. 6 - Zubin Mehta - Israel Philharmonic Orchestra,,,
Mehta,H9a5K1p0QZE,,,"Beethoven - Symphony No. 8, Op. 93 (Zubin Mehta, IPO)",,,
Mehta,yeNvVtAPZxE,,,Beethoven Symphony No 5 in C minor Op 67 „Fate“ „Schicksalssinfonie“ Zubin Mehta Wiener Philharmonik,,,
Mehta,fgTpWMSCqSw,,,"Beethoven Violin Concerto | Lana Trotovsek, Zubin Mehta, Orchestra del Maggio Musicale Fiorentino",2024,context,"27:27 3. Rondo 37:25 Concert recorded at the Ljubljana Festival on 9th July, 202"
Mehta,xxYui2Z6uLs,2010,,"Beethoven　Symphony No. 6－ⅠZubin Mehta Israel Philharmonic 10 Nov,2010",,,
Mehta,SvyxnUtqlvY,2010,,"Beethoven　Symphony No. 6－Ⅲ、Ⅳ　Zubin Mehta Israel Philharmonic .  10,  Nov,2010",,,
Mehta,UXGy1bpEAUw,,,"Beethoven: Piano Concerto No. 3 | Daniel Barenboim, Zubin Mehta & the Staatskapelle Berlin",2012,context,"on piano, of course. The concert took place at the Philharmonie Berlin in 2012. "
Mehta,fFaXkuc_oks,,,Beethoven: Symphony No. 7 - Zubin Mehta and the Belgrade Philharmonic,2023,context,"Symphony No. 7 at a Gala Concert celebrating the orchestra's centenary, on June "
Mehta,q5YhuIP_l9Y,,,"Beethoven: Symphony No.7: First Movement (Israel Philharmonic, Zubin Mehta)",,,
Mehta,KbNGklNz8Yk,,,"Beethoven: Symphony No.7: Second Movement (Israel Philharmonic, Zubin Mehta)",,,
Mehta,o9Rq5IGen6k,,,"Bizet 'Carmen' Overture Zubin Mehta, Royal Opera",,,
Mehta,O_7cH_AyCXg,,,"Brahms - Symphony No. 2 in D major, Op. 73 (Zubin Mehta & Israel Philharmonic Orchestra)",,,
Mehta,UspFeXsY_9E,,,"Brahms: Double Concerto for Violin and Cello | Pinchas Zukerman, Amanda Forsyth & Zubin Mehta",,,
Mehta,56oJRDPF2A0,,,"Brahms: Double Concerto in A minor, Op. 102 - Zubin Mehta, Pinchas Zukerman, Amanda Forsyth",,,
Mehta,Eft4-z_VNAE,,,Bruckner: Symphony No. 8 / Mehta - Berliner Philharmoniker,2019,context,"erliner Philharmoniker / Recorded at the Berlin Philharmonie, 8 November 2019. T"
Mehta,c5EQ2kT3598,,,DANIEL BARENBOIM - Tchaikovsky Piano Concerto # 1 / ZUBIN MEHTA,1990,context,chaikovsky's first piano concerto in B-flat major in this 1990's live outdoor co
Mehta,AAu6BRWL8p8,,,"Daniil Trifonov, Zubin Mehta - Rachmaninov, Rhapsody on a theme by Paganini",,,
Mehta,cq8ffOhcLqU,,,"Evgeny Kissin: Chopin - Piano Concerto No. 1, Op 11 (Zubin Mehta)",,,
Mehta,Yh3W9BNlLTU,,,Excerpt from Leonore Overture no 3 - Beethoven - Conducted by Zubin Mehta - Israel Philharmonic,,,
Mehta,L4PB-Wh3UxA,,,"For maestro Zubin Mehta's birthday, relive the highlights of his career",,,
Mehta,kSOxBGu2Ms0,,,Israel Philharmonic & Zubin Mehta – Beethoven: Symphony No.8: I. Allegro vivace e con brio (excerpt),,,
Mehta,H2lrKuZKV-Q,,,"Johann Strauss - Overture ""Die Fledermaus"" (Vienna Philharmonic Orchestra, Zubin Mehta)",,,
Mehta,aCuB6KxXb58,,,"Johann Strauss - Wiener Blut, Waltz (Vienna Philharmonic Orchestra, Zubin Mehta)",,,
Mehta,Gfn-C9umBSo,,,"Khatia buniatishvili plays schumann piano concerto, conducted by zubin mehta",2017,context,"on tsinandali festival, 14 september 2017"
Mehta,WJpzkMrGLkM,,,Legendary maestro Zubin Mehta reflects on six decades of conducting,,,
Mehta,iBYW0H7t8M8,,,Maestro Zubin Mehta Reflects on Six Decades of Conducting - CBS This Morning - Israel Philharmonic,,,
Mehta,JzQjeGsfqys,,,"Maestro Zubin Mehta, Israel Philharmonic, Ornili Azulay",,,
Mehta,OzqBTBXMgpE,,,Mahler: Symphony No. 3 / Mehta - Berliner Philharmoniker,2008,context,"in · Tölzer Knabenchor / Recorded at the Berlin Philharmonie, 21 December 2008. "
Mehta,eFj9D-Mx31U,,,Mahler: Symphony no. 1 - (with Blumine) - at Maestro Mehta 80th birthday 12/4/16,,,
Mehta,4oj_2Lmb23A,,,"Mozart. Flute and Harp Concerto K299. Zubin Mehta, Julia Rovinsky, Guy Eshed",,,
Mehta,oKOEyJRs91Y,,,"Mozart: Clarinet Concerto in A major, K. 622 - Zubin Mehta and Ron Selka",,,
Mehta,Wn3BTsUAIyc,,,Mozart: Marriage of Figaro and Symphony No. 40 - Zubin Mehta and the Belgrade Philharmonic,2024,context,"his Jupiter symphony. Concert date: October 12, 2024. Recording by: Radio-tel"
Mehta,X94yHgFHv5M,,,New York Philharmonic Strauss Till Eulenspiegel's Merry Pranks Zubin Mehta,1992,context,their 150th Anniversary concert from 1992. Zubin Mehta is the con
Mehta,WodoUXIdnwg,,,Obertura. I Vespri Sciliani. Giuseppe Verdi. Zubin Mehta.,1990,context,no Pavarotti who sang in concert under this banner during the 1990s and early 20
Mehta,bqXA5UMy1yc,,,"Offenbach: Orpheus in the Underworld (Zubin Mehta, New York Philharmonic)",1987,context,"onductor New Year's Eve Concert, 1987"
Mehta,kdnS58uGcow,,,"Overture to ""Die Fledermaus"" - Zubin Mehta, Israel Philharmonic Orchestra",2016,context,"ie Fledermaus"" (The Bat) Recorded at the National Center for the Performing Arts"
Mehta,UIKfvWENCsw,,,P I Czajkowski 1812 OUVERTURE SOLENNELLE direttore Zubin Mehta,,,
Mehta,Rpcqe6XQVvw,2004,,Part 1 Zubin Mehta Israel Philharmonic & Maggio Musicale in a Joint concert April 2004,2004,context,ggio Musicale in a Joint concert April 2004 Maestro Zubin MEHTA - Mu
Mehta,WKbByvULxyQ,,,"Paul Ben-Haim: Berceuse Sfaradite | Pinhas Zuckerman, Violin |  Zubin Mehta, Conductor",,,
Mehta,CvdmVDIzDJQ,1986,,R. Serkin plays Beethoven's Emperor Concerto no.5 with Zubin Mehta 1986,,,
Mehta,drRXjgmRgRA,,,Reinecke: flute concerto - Zubin Mehta & Guy Eshed,,,
Mehta,aAdqYAw7wuw,,,Richard Strauss: Also sprach Zarathustra (1) Zubin Mehta,,,
Mehta,Lh6mDL-VwYw,,,Rimsky Korsakov   Capriccio Espagnol Op 34   Berliner Phil Dir Zubin Mehta   YouTube,,,
Mehta,KU_l3E9pC8Y,,,Rind Posh Maal Orchestral fusion by Maestro Zubin Mehta and Abhay Sopori,2014,context,rman Embassy of India on 23 September 2014 organised a concert for
Mehta,Yki1z2NfO-o,,,"Saint-Saëns - Piano concerto No.5 - ""Egyptian"" - Shai Sluzki - Zubin Mehta",2016,context,hta Piano - Shai Sluzki Live at the 2016 Annual Gala Concert - 24
Mehta,dfhEx-J2cWk,,,Schubert: Symphony No. 9 - Zubin Mehta and the Belgrade Philharmonic,2024,context,"'s last symphonic work. Concert date: October 12, 2024 Recording by: Radio-tele"
Mehta,w5N4WQOkTX4,,,Tchaikovsky Piano Concerto No. 1 Khatia Buniatishvili & Zubin Mehta (Electrifying Live Performance),,,
Mehta,oO58lNdEvnk,,,"Tchaikovsky: Piano Concerto No. 1 | Daniel Barenboim, Zubin Mehta & the Staatskapelle Berlin",2012,context,cted by Zubin Mehta. The concert took place on 15 November 2012 at the Berliner 
Mehta,nBsl7D9i6aM,,,Tchaikovsky: Piano Concerto no.1 - Maestro Mehta's 80th birthday - Khatia Buniatishvili,,,
Mehta,XuucCt-Evjw,2015,,The 2015 Vienna Philharmonic New Year's Concert with Zubin Mehta,2015,context,"hta | Conductor Concert recorded Wiener Musikverein (Vienna, Austria), on Januar"
Mehta,7lKo6TYDXCQ,2015,,Vienna Philharmonic & Zubin Mehta - Grieg: Morning Mood (Summer Night Concert 2015),2004,context,"previous series was the “Concert for Europe”, which took place from 2004 until 2"
Mehta,e_Rrj_byS6o,,,Viviane Hagner  (14 Yrs old): Israel Philharmonic with Zubin Mehta Conducting,,,
Mehta,uQJdirZabac,,,"Waltz from ""Swan Lake"" - Zubin Mehta, Israel Philharmonic Orchestra",2016,context,"y Waltz from ""Swan Lake"" Recorded at the National Center for the Performing Arts"
Mehta,Eee5aplj4TM,,,ZUBIN MEHTA,,,
Mehta,ZaWb14Nn0Ss,,,"Zubin Mehta - Mozart: Le nozze di Figaro, Overture",2017,context,"l (New York, USA) on the October 26, 2017 at 01:00. © medici.tv"
Mehta,pT4t_kjWBSQ,,,Zubin Mehta,,,
Mehta,sDxdLuxtuxs,,,"Zubin Mehta conducts Beethoven's 5th Symphony, 1st movement, in India",2014,context,rman Embassy of India on 23 September 2014 organised a concert for
Mehta,W-ygdNFJLgw,,,"Zubin Mehta conducts Mahler 1 (Australian World Orchestra, Blumine version)",,,
Mehta,hkOWUgXd-pA,,,Zubin Mehta conducts Rite of Spring by Stravinsky (Australian World Orchestra),,,
Mehta,YCzsO3auqUo,,,Zubin Mehta with the IPO - Beethoven: Symphony No. 7,2019,context,"m (Tel Aviv, Israel), on October 5, 2019. © The Israel Philharmo"
Mehta,V2r27Ro1MFQ,1988,,"Zubin Mehta זובין מהטה & Israel Philharmonic Orchestra הפילהרמונית הישראלית (live in Israel, 1988)",1988,context,"ra הפילהרמונית הישראלית (live in Israel, 1988) Zubin Mehta זובין מהטה"
Mehta,ikhuN-LcJKc,,,"Zubin Mehta's last 3 minutes conducting the IPO - Mahler: Symphony No. 2, ""Resurrection""",2019,context,"Lowy hall (Tel Aviv), on October 20, 2019. © The Israel Philharmo"
Mehta,leeUj6p5t-c,,,Zubin Mehta's last 3 minutes conducting the Israel Philharmonic - Mahler: Symphony No. 2,,,
Mehta,9nvYfmqIbWU,,,"Zubin Mehta, Maxim Vengerov & Gil Shaham: Vivaldi - Concerto for 4 Violins, Op III No. 10",,,
Mehta,FMEL6z9Qir8,2011,,"Zubin Mehta: Beethoven - Symphony No. 8 in F major, Op. 93 (Tel Aviv, 2011)",,,
Mehta,QKzF_A1zXzQ,,,Zubin Mehta: Los Angeles Philharmonic,,,
Mehta,noZVSgbPtbg,,,[Euroarts 2072248] ZUBIN MEHTA conducts Los Angeles Philharmonic,1977,context,"avilion, Los Angeles, 10-13 January 1977."
Mehta,DUh-325JuSw,2018,,"brsoontour Asia 2018: Zubin Mehta conducts Schubert ""Rosamunde-Ouvertüre"" (Taipeh, 18.11.2018)",,,
Mehta,yn3NKDejnEo,2018,,"brsoontour Asia 2018: Zubin Mehta conducts Strauss ""Explosionspolka""",,,
