conductor,video_id,clip_num,run,run_dir,fps,n_frames,kept_frames,longest_seg_s,disposition,source_verdict,verdict,preview,judged_at
Abbado,oFdSnt3eUac,2,oFdSnt3eUac(02)__r00,skeletons/Abbado/oFdSnt3eUac(02)__r00,25.000,105,105,4.20,keep,,accept,,
Abbado,oFdSnt3eUac,2,oFdSnt3eUac(02)__r01,skeletons/Abbado/oFdSnt3eUac(02)__r01,25.000,50,50,2.00,keep,,accept,,
Abbado,oG8T8twoVhg,3,oG8T8twoVhg(03)__r00,skeletons/Abbado/oG8T8twoVhg(03)__r00,29.970,232,226,7.54,keep,,accept,,
Abbado,oG8T8twoVhg,6,oG8T8twoVhg(06)__r00,skeletons/Abbado/oG8T8twoVhg(06)__r00,29.970,88,88,2.94,keep,,accept,,
Abbado,oG8T8twoVhg,6,oG8T8twoVhg(06)__r01,skeletons/Abbado/oG8T8twoVhg(06)__r01,29.970,123,123,4.10,keep,,accept,,
Abbado,oaDl9js_OR4,1,oaDl9js_OR4(01)__r00,skeletons/Abbado/oaDl9js_OR4(01)__r00,25.000,164,164,6.56,keep,,accept,,
Abbado,oaDl9js_OR4,5,oaDl9js_OR4(05)__r00,skeletons/Abbado/oaDl9js_OR4(05)__r00,25.000,158,158,6.32,keep,,accept,,
Abbado,oaDl9js_OR4,10,oaDl9js_OR4(10)__r00,skeletons/Abbado/oaDl9js_OR4(10)__r00,25.000,271,271,10.84,keep,,accept,,
Abbado,pBnz4O5L6bQ,1,pBnz4O5L6bQ(01)__r00,skeletons/Abbado/pBnz4O5L6bQ(01)__r00,25.000,167,162,4.44,keep,,accept,,
Abbado,p_4bvVETpQM,11,p_4bvVETpQM(11)__r00,skeletons/Abbado/p_4bvVETpQM(11)__r00,29.970,226,226,7.54,keep,,accept,,
Abbado,p_4bvVETpQM,16,p_4bvVETpQM(16)__r00,skeletons/Abbado/p_4bvVETpQM(16)__r00,29.970,81,81,2.70,keep,,accept,,
Abbado,rwDJW-34pdE,3,rwDJW-34pdE(03)__r00,skeletons/Abbado/rwDJW-34pdE(03)__r00,30.000,153,153,5.10,keep,,accept,,
Abbado,rwDJW-34pdE,4,rwDJW-34pdE(04)__r00,skeletons/Abbado/rwDJW-34pdE(04)__r00,30.000,191,168,4.47,keep,,accept,,
Abbado,t3VTlfeTWMY,3,t3VTlfeTWMY(03)__r00,skeletons/Abbado/t3VTlfeTWMY(03)__r00,25.000,147,147,5.88,keep,,accept,,
Abbado,t3VTlfeTWMY,5,t3VTlfeTWMY(05)__r00,skeletons/Abbado/t3VTlfeTWMY(05)__r00,25.000,413,407,16.28,keep,,accept,,
Abbado,tp_WeHUKoXM,18,tp_WeHUKoXM(18)__r00,skeletons/Abbado/tp_WeHUKoXM(18)__r00,25.000,150,136,5.44,keep,,accept,,
Abbado,uEX8xV6PxW8,5,uEX8xV6PxW8(05)__r00,skeletons/Abbado/uEX8xV6PxW8(05)__r00,25.000,1033,1026,22.28,keep,,accept,,
Abbado,vOvXhyldUko,7,vOvXhyldUko(07)__r00,skeletons/Abbado/vOvXhyldUko(07)__r00,29.970,478,243,5.57,keep,,accept,,
Abbado,vOvXhyldUko,107,vOvXhyldUko(107)__r00,skeletons/Abbado/vOvXhyldUko(107)__r00,29.970,208,197,4.40,keep,,accept,,
Abbado,xSK0on-c0M0,7,xSK0on-c0M0(07)__r00,skeletons/Abbado/xSK0on-c0M0(07)__r00,29.970,127,127,4.24,keep,,accept,,
Abbado,xSK0on-c0M0,8,xSK0on-c0M0(08)__r00,skeletons/Abbado/xSK0on-c0M0(08)__r00,29.970,71,71,2.37,keep,,accept,,
Abbado,xSK0on-c0M0,12,xSK0on-c0M0(12)__r00,skeletons/Abbado/xSK0on-c0M0(12)__r00,29.970,95,95,3.17,keep,,accept,,
Abbado,xX_0NhiMT_w,1,xX_0NhiMT_w(01)__r00,skeletons/Abbado/xX_0NhiMT_w(01)__r00,25.000,204,198,7.92,keep,,accept,,
Abbado,xX_0NhiMT_w,9,xX_0NhiMT_w(09)__r00,skeletons/Abbado/xX_0NhiMT_w(09)__r00,25.000,317,315,6.08,keep,,accept,,
Abbado,xX_0NhiMT_w,14,xX_0NhiMT_w(14)__r00,skeletons/Abbado/xX_0NhiMT_w(14)__r00,25.000,161,161,6.44,keep,,accept,,
Abbado,x_IbwlSXHpQ,4,x_IbwlSXHpQ(04)__r00,skeletons/Abbado/x_IbwlSXHpQ(04)__r00,25.000,87,87,3.48,keep,,accept,,
Abbado,x_IbwlSXHpQ,5,x_IbwlSXHpQ(05)__r02,skeletons/Abbado/x_IbwlSXHpQ(05)__r02,25.000,64,64,2.56,keep,,accept,,
Abbado,zJXxL8xE09c,2,zJXxL8xE09c(02)__r00,skeletons/Abbado/zJXxL8xE09c(02)__r00,25.000,196,180,4.04,keep,,accept,,
Abbado,zJXxL8xE09c,2,zJXxL8xE09c(02)__r01,skeletons/Abbado/zJXxL8xE09c(02)__r01,25.000,214,205,7.12,keep,,accept,,
Abbado,zJXxL8xE09c,2,zJXxL8xE09c(02)__r05,skeletons/Abbado/zJXxL8xE09c(02)__r05,25.000,302,288,9.32,keep,,accept,,
Bernstein,02jscWEtHZI,2,02jscWEtHZI(02)__r00,skeletons/Bernstein/02jscWEtHZI(02)__r00,25.000,206,206,8.24,keep,,accept,,
Bernstein,02jscWEtHZI,3,02jscWEtHZI(03)__r00,skeletons/Bernstein/02jscWEtHZI(03)__r00,25.000,202,200,8.00,keep,,accept,,
Bernstein,02jscWEtHZI,4,02jscWEtHZI(04)__r00,skeletons/Bernstein/02jscWEtHZI(04)__r00,25.000,209,209,3.68,keep,,accept,,
Bernstein,1LzBXe9--oM,1,1LzBXe9--oM(01)__r00,skeletons/Bernstein/1LzBXe9--oM(01)__r00,29.970,473,375,5.24,keep,accept,,,
Bernstein,1LzBXe9--oM,2,1LzBXe9--oM(02)__r00,skeletons/Bernstein/1LzBXe9--oM(02)__r00,29.970,393,329,9.78,keep,accept,,,
Bernstein,1LzBXe9--oM,3,1LzBXe9--oM(03)__r00,skeletons/Bernstein/1LzBXe9--oM(03)__r00,29.970,82,78,2.60,keep,,accept,,
Bernstein,40vp0Veqglg,2,40vp0Veqglg(02)__r00,skeletons/Bernstein/40vp0Veqglg(02)__r00,29.970,241,179,4.77,keep,,accept,,
Bernstein,40vp0Veqglg,3,40vp0Veqglg(03)__r00,skeletons/Bernstein/40vp0Veqglg(03)__r00,29.970,131,130,4.34,keep,,accept,,
Bernstein,40vp0Veqglg,7,40vp0Veqglg(07)__r00,skeletons/Bernstein/40vp0Veqglg(07)__r00,29.970,265,168,2.47,keep,,accept,,
Bernstein,40vp0Veqglg,9,40vp0Veqglg(09)__r02,skeletons/Bernstein/40vp0Veqglg(09)__r02,29.970,114,114,3.80,keep,,accept,,
Bernstein,40vp0Veqglg,12,40vp0Veqglg(12)__r00,skeletons/Bernstein/40vp0Veqglg(12)__r00,29.970,314,245,8.17,keep,,accept,,
Bernstein,40vp0Veqglg,24,40vp0Veqglg(24)__r00,skeletons/Bernstein/40vp0Veqglg(24)__r00,29.970,153,118,3.94,keep,accept,,,
Bernstein,40vp0Veqglg,29,40vp0Veqglg(29)__r00,skeletons/Bernstein/40vp0Veqglg(29)__r00,29.970,685,685,21.25,keep,,accept,,
Bernstein,40vp0Veqglg,32,40vp0Veqglg(32)__r00,skeletons/Bernstein/40vp0Veqglg(32)__r00,29.970,176,176,5.87,keep,,accept,,
Bernstein,40vp0Veqglg,34,40vp0Veqglg(34)__r00,skeletons/Bernstein/40vp0Veqglg(34)__r00,29.970,134,134,4.47,keep,,accept,,
Bernstein,40vp0Veqglg,36,40vp0Veqglg(36)__r00,skeletons/Bernstein/40vp0Veqglg(36)__r00,29.970,750,350,5.21,keep,,accept,,
Bernstein,40vp0Veqglg,37,40vp0Veqglg(37)__r00,skeletons/Bernstein/40vp0Veqglg(37)__r00,29.970,62,62,2.07,keep,,accept,,
Bernstein,40vp0Veqglg,41,40vp0Veqglg(41)__r03,skeletons/Bernstein/40vp0Veqglg(41)__r03,29.970,262,224,4.94,keep,,accept,,
Bernstein,40vp0Veqglg,52,40vp0Veqglg(52)__r00,skeletons/Bernstein/40vp0Veqglg(52)__r00,29.970,138,107,3.57,keep,,accept,,
Bernstein,422-yb8TXj8,1,422-yb8TXj8(01)__r00,skeletons/Bernstein/422-yb8TXj8(01)__r00,30.000,298,188,2.43,keep,,accept,,
Bernstein,422-yb8TXj8,2,422-yb8TXj8(02)__r00,skeletons/Bernstein/422-yb8TXj8(02)__r00,30.000,81,81,2.70,keep,,accept,,
Bernstein,422-yb8TXj8,4,422-yb8TXj8(04)__r00,skeletons/Bernstein/422-yb8TXj8(04)__r00,30.000,172,166,5.53,keep,,accept,,
Bernstein,422-yb8TXj8,5,422-yb8TXj8(05)__r00,skeletons/Bernstein/422-yb8TXj8(05)__r00,30.000,119,112,3.73,keep,,accept,,
Bernstein,422-yb8TXj8,11,422-yb8TXj8(11)__r00,skeletons/Bernstein/422-yb8TXj8(11)__r00,30.000,87,87,2.90,keep,,accept,,
Bernstein,422-yb8TXj8,13,422-yb8TXj8(13)__r00,skeletons/Bernstein/422-yb8TXj8(13)__r00,30.000,78,78,2.60,keep,,accept,,
Bernstein,422-yb8TXj8,15,422-yb8TXj8(15)__r00,skeletons/Bernstein/422-yb8TXj8(15)__r00,30.000,426,423,6.47,keep,,accept,,
Bernstein,422-yb8TXj8,18,422-yb8TXj8(18)__r00,skeletons/Bernstein/422-yb8TXj8(18)__r00,30.000,157,157,5.23,keep,,accept,,
Bernstein,422-yb8TXj8,20,422-yb8TXj8(20)__r00,skeletons/Bernstein/422-yb8TXj8(20)__r00,30.000,185,180,6.00,keep,,accept,,
Bernstein,422-yb8TXj8,25,422-yb8TXj8(25)__r00,skeletons/Bernstein/422-yb8TXj8(25)__r00,30.000,293,273,9.10,keep,,accept,,
Bernstein,422-yb8TXj8,27,422-yb8TXj8(27)__r00,skeletons/Bernstein/422-yb8TXj8(27)__r00,30.000,450,417,13.90,keep,,accept,,
Bernstein,422-yb8TXj8,29,422-yb8TXj8(29)__r00,skeletons/Bernstein/422-yb8TXj8(29)__r00,30.000,92,80,2.67,keep,,accept,,
Bernstein,422-yb8TXj8,32,422-yb8TXj8(32)__r00,skeletons/Bernstein/422-yb8TXj8(32)__r00,30.000,205,205,6.83,keep,,accept,,
Bernstein,422-yb8TXj8,37,422-yb8TXj8(37)__r00,skeletons/Bernstein/422-yb8TXj8(37)__r00,30.000,84,84,2.80,keep,,accept,,
Bernstein,56qZblncQrs,2,56qZblncQrs(02)__r00,skeletons/Bernstein/56qZblncQrs(02)__r00,29.970,1152,1026,8.84,keep,,accept,,
Bernstein,56qZblncQrs,3,56qZblncQrs(03)__r00,skeletons/Bernstein/56qZblncQrs(03)__r00,29.970,311,310,10.34,keep,,accept,,
Bernstein,9KSESLJ0LWA,1,9KSESLJ0LWA(01)__r01,skeletons/Bernstein/9KSESLJ0LWA(01)__r01,29.970,78,78,2.60,keep,,accept,,
Bernstein,9KSESLJ0LWA,1,9KSESLJ0LWA(01)__r04,skeletons/Bernstein/9KSESLJ0LWA(01)__r04,29.970,101,76,2.54,keep,,accept,,
Bernstein,9KSESLJ0LWA,2,9KSESLJ0LWA(02)__r02,skeletons/Bernstein/9KSESLJ0LWA(02)__r02,29.970,238,186,4.34,keep,,accept,,
Bernstein,9KSESLJ0LWA,4,9KSESLJ0LWA(04)__r00,skeletons/Bernstein/9KSESLJ0LWA(04)__r00,29.970,154,125,4.17,keep,,accept,,
Bernstein,9KSESLJ0LWA,5,9KSESLJ0LWA(05)__r00,skeletons/Bernstein/9KSESLJ0LWA(05)__r00,29.970,184,112,2.24,keep,,accept,,
Bernstein,9KSESLJ0LWA,104,9KSESLJ0LWA(104)__r01,skeletons/Bernstein/9KSESLJ0LWA(104)__r01,29.970,95,67,2.24,keep,,accept,,
Bernstein,9KSESLJ0LWA,108,9KSESLJ0LWA(108)__r02,skeletons/Bernstein/9KSESLJ0LWA(108)__r02,29.970,578,364,4.37,keep,accept,,,
Bernstein,9KSESLJ0LWA,115,9KSESLJ0LWA(115)__r01,skeletons/Bernstein/9KSESLJ0LWA(115)__r01,29.970,145,61,2.04,keep,,accept,,
Bernstein,9KSESLJ0LWA,117,9KSESLJ0LWA(117)__r01,skeletons/Bernstein/9KSESLJ0LWA(117)__r01,29.970,253,137,2.87,keep,,accept,,
Bernstein,9KSESLJ0LWA,12,9KSESLJ0LWA(12)__r00,skeletons/Bernstein/9KSESLJ0LWA(12)__r00,29.970,179,160,3.50,keep,,accept,,
Bernstein,9KSESLJ0LWA,14,9KSESLJ0LWA(14)__r00,skeletons/Bernstein/9KSESLJ0LWA(14)__r00,29.970,85,85,2.84,keep,,accept,,
Bernstein,9KSESLJ0LWA,15,9KSESLJ0LWA(15)__r01,skeletons/Bernstein/9KSESLJ0LWA(15)__r01,29.970,482,392,7.57,keep,,accept,,
Bernstein,9KSESLJ0LWA,16,9KSESLJ0LWA(16)__r00,skeletons/Bernstein/9KSESLJ0LWA(16)__r00,29.970,77,77,2.57,keep,,accept,,
Bernstein,9KSESLJ0LWA,17,9KSESLJ0LWA(17)__r00,skeletons/Bernstein/9KSESLJ0LWA(17)__r00,29.970,74,74,2.47,keep,,accept,,
Bernstein,9KSESLJ0LWA,20,9KSESLJ0LWA(20)__r00,skeletons/Bernstein/9KSESLJ0LWA(20)__r00,29.970,118,118,3.94,keep,,accept,,
Bernstein,9KSESLJ0LWA,25,9KSESLJ0LWA(25)__r03,skeletons/Bernstein/9KSESLJ0LWA(25)__r03,29.970,124,124,4.14,keep,accept,,,
Bernstein,9KSESLJ0LWA,29,9KSESLJ0LWA(29)__r00,skeletons/Bernstein/9KSESLJ0LWA(29)__r00,29.970,338,290,9.68,keep,,accept,,
Bernstein,9KSESLJ0LWA,30,9KSESLJ0LWA(30)__r00,skeletons/Bernstein/9KSESLJ0LWA(30)__r00,29.970,93,93,3.10,keep,,accept,,
Bernstein,9KSESLJ0LWA,36,9KSESLJ0LWA(36)__r01,skeletons/Bernstein/9KSESLJ0LWA(36)__r01,29.970,184,144,3.74,keep,,accept,,
Bernstein,9KSESLJ0LWA,37,9KSESLJ0LWA(37)__r00,skeletons/Bernstein/9KSESLJ0LWA(37)__r00,29.970,436,267,8.91,keep,,accept,,
Bernstein,9KSESLJ0LWA,39,9KSESLJ0LWA(39)__r00,skeletons/Bernstein/9KSESLJ0LWA(39)__r00,29.970,72,62,2.07,keep,,accept,,
Bernstein,9KSESLJ0LWA,42,9KSESLJ0LWA(42)__r00,skeletons/Bernstein/9KSESLJ0LWA(42)__r00,29.970,93,93,3.10,keep,,accept,,
Bernstein,9KSESLJ0LWA,46,9KSESLJ0LWA(46)__r00,skeletons/Bernstein/9KSESLJ0LWA(46)__r00,29.970,202,157,3.90,keep,,accept,,
Bernstein,9KSESLJ0LWA,48,9KSESLJ0LWA(48)__r00,skeletons/Bernstein/9KSESLJ0LWA(48)__r00,29.970,135,135,4.50,keep,,accept,,
Bernstein,9KSESLJ0LWA,50,9KSESLJ0LWA(50)__r00,skeletons/Bernstein/9KSESLJ0LWA(50)__r00,29.970,125,125,4.17,keep,,accept,,
Bernstein,9KSESLJ0LWA,52,9KSESLJ0LWA(52)__r00,skeletons/Bernstein/9KSESLJ0LWA(52)__r00,29.970,81,81,2.70,keep,,accept,,
Bernstein,9KSESLJ0LWA,55,9KSESLJ0LWA(55)__r00,skeletons/Bernstein/9KSESLJ0LWA(55)__r00,29.970,119,119,3.97,keep,,accept,,
Bernstein,9KSESLJ0LWA,58,9KSESLJ0LWA(58)__r00,skeletons/Bernstein/9KSESLJ0LWA(58)__r00,29.970,408,318,2.30,keep,accept,,,
Bernstein,9KSESLJ0LWA,59,9KSESLJ0LWA(59)__r01,skeletons/Bernstein/9KSESLJ0LWA(59)__r01,29.970,110,79,2.64,keep,accept,,,
Bernstein,9KSESLJ0LWA,67,9KSESLJ0LWA(67)__r00,skeletons/Bernstein/9KSESLJ0LWA(67)__r00,29.970,93,81,2.70,keep,,accept,,
Bernstein,9KSESLJ0LWA,67,9KSESLJ0LWA(67)__r01,skeletons/Bernstein/9KSESLJ0LWA(67)__r01,29.970,230,181,3.44,keep,,accept,,
Bernstein,9KSESLJ0LWA,67,9KSESLJ0LWA(67)__r03,skeletons/Bernstein/9KSESLJ0LWA(67)__r03,29.970,252,202,5.31,keep,,accept,,
Bernstein,9KSESLJ0LWA,67,9KSESLJ0LWA(67)__r04,skeletons/Bernstein/9KSESLJ0LWA(67)__r04,29.970,71,71,2.37,keep,,accept,,
Bernstein,9KSESLJ0LWA,68,9KSESLJ0LWA(68)__r02,skeletons/Bernstein/9KSESLJ0LWA(68)__r02,29.970,66,66,2.20,keep,,accept,,
Bernstein,9KSESLJ0LWA,69,9KSESLJ0LWA(69)__r00,skeletons/Bernstein/9KSESLJ0LWA(69)__r00,29.970,187,174,5.81,keep,,accept,,
Bernstein,9KSESLJ0LWA,74,9KSESLJ0LWA(74)__r00,skeletons/Bernstein/9KSESLJ0LWA(74)__r00,29.970,94,94,3.14,keep,,accept,,
Bernstein,9KSESLJ0LWA,85,9KSESLJ0LWA(85)__r00,skeletons/Bernstein/9KSESLJ0LWA(85)__r00,29.970,379,352,9.28,keep,,accept,,
Bernstein,9KSESLJ0LWA,88,9KSESLJ0LWA(88)__r00,skeletons/Bernstein/9KSESLJ0LWA(88)__r00,29.970,127,64,2.14,keep,,accept,,
Bernstein,9KSESLJ0LWA,90,9KSESLJ0LWA(90)__r00,skeletons/Bernstein/9KSESLJ0LWA(90)__r00,29.970,319,291,9.71,keep,,accept,,
Bernstein,9KSESLJ0LWA,92,9KSESLJ0LWA(92)__r03,skeletons/Bernstein/9KSESLJ0LWA(92)__r03,29.970,130,114,3.80,keep,,accept,,
Bernstein,AfakIg9E_ao,1,AfakIg9E_ao(01)__r00,skeletons/Bernstein/AfakIg9E_ao(01)__r00,25.000,74,74,2.96,keep,,accept,,
Bernstein,AfakIg9E_ao,2,AfakIg9E_ao(02)__r00,skeletons/Bernstein/AfakIg9E_ao(02)__r00,25.000,79,73,2.92,keep,,accept,,
Bernstein,AfakIg9E_ao,3,AfakIg9E_ao(03)__r00,skeletons/Bernstein/AfakIg9E_ao(03)__r00,25.000,96,96,3.84,keep,,accept,,
Bernstein,AfakIg9E_ao,7,AfakIg9E_ao(07)__r00,skeletons/Bernstein/AfakIg9E_ao(07)__r00,25.000,68,68,2.72,keep,,accept,,
Bernstein,AfakIg9E_ao,8,AfakIg9E_ao(08)__r00,skeletons/Bernstein/AfakIg9E_ao(08)__r00,25.000,74,74,2.96,keep,,accept,,
Bernstein,AfakIg9E_ao,9,AfakIg9E_ao(09)__r00,skeletons/Bernstein/AfakIg9E_ao(09)__r00,25.000,82,82,3.28,keep,,accept,,
Bernstein,AfakIg9E_ao,10,AfakIg9E_ao(10)__r00,skeletons/Bernstein/AfakIg9E_ao(10)__r00,25.000,93,86,3.44,keep,,accept,,
Bernstein,AfakIg9E_ao,11,AfakIg9E_ao(11)__r00,skeletons/Bernstein/AfakIg9E_ao(11)__r00,25.000,60,60,2.40,keep,,accept,,
Bernstein,AfakIg9E_ao,12,AfakIg9E_ao(12)__r00,skeletons/Bernstein/AfakIg9E_ao(12)__r00,25.000,112,112,4.48,keep,,accept,,
Bernstein,AfakIg9E_ao,13,AfakIg9E_ao(13)__r00,skeletons/Bernstein/AfakIg9E_ao(13)__r00,25.000,101,101,4.04,keep,,accept,,
Bernstein,AfakIg9E_ao,18,AfakIg9E_ao(18)__r00,skeletons/Bernstein/AfakIg9E_ao(18)__r00,25.000,82,82,3.28,keep,,accept,,
Bernstein,AfakIg9E_ao,19,AfakIg9E_ao(19)__r00,skeletons/Bernstein/AfakIg9E_ao(19)__r00,25.000,135,52,2.08,keep,,accept,,
Bernstein,AfakIg9E_ao,22,AfakIg9E_ao(22)__r00,skeletons/Bernstein/AfakIg9E_ao(22)__r00,25.000,88,72,2.88,keep,,accept,,
Bernstein,AfakIg9E_ao,23,AfakIg9E_ao(23)__r00,skeletons/Bernstein/AfakIg9E_ao(23)__r00,25.000,110,110,4.40,keep,,accept,,
Bernstein,AfakIg9E_ao,24,AfakIg9E_ao(24)__r00,skeletons/Bernstein/AfakIg9E_ao(24)__r00,25.000,161,161,6.44,keep,,accept,,
Bernstein,AfakIg9E_ao,26,AfakIg9E_ao(26)__r00,skeletons/Bernstein/AfakIg9E_ao(26)__r00,25.000,118,107,4.28,keep,,accept,,
Bernstein,AfakIg9E_ao,26,AfakIg9E_ao(26)__r01,skeletons/Bernstein/AfakIg9E_ao(26)__r01,25.000,160,73,2.92,keep,,accept,,
Bernstein,AfakIg9E_ao,31,AfakIg9E_ao(31)__r00,skeletons/Bernstein/AfakIg9E_ao(31)__r00,25.000,137,137,5.48,keep,,accept,,
Bernstein,AfakIg9E_ao,34,AfakIg9E_ao(34)__r00,skeletons/Bernstein/AfakIg9E_ao(34)__r00,25.000,85,67,2.68,keep,,accept,,
Bernstein,AfakIg9E_ao,35,AfakIg9E_ao(35)__r00,skeletons/Bernstein/AfakIg9E_ao(35)__r00,25.000,73,54,2.16,keep,,accept,,
Bernstein,AfakIg9E_ao,37,AfakIg9E_ao(37)__r00,skeletons/Bernstein/AfakIg9E_ao(37)__r00,25.000,58,58,2.32,keep,,accept,,
Bernstein,AfakIg9E_ao,38,AfakIg9E_ao(38)__r02,skeletons/Bernstein/AfakIg9E_ao(38)__r02,25.000,224,157,5.04,keep,,accept,,
Bernstein,AfakIg9E_ao,38,AfakIg9E_ao(38)__r03,skeletons/Bernstein/AfakIg9E_ao(38)__r03,25.000,151,147,4.88,keep,,accept,,
Bernstein,AfakIg9E_ao,38,AfakIg9E_ao(38)__r05,skeletons/Bernstein/AfakIg9E_ao(38)__r05,25.000,447,308,4.24,keep,,accept,,
Bernstein,AfakIg9E_ao,39,AfakIg9E_ao(39)__r00,skeletons/Bernstein/AfakIg9E_ao(39)__r00,25.000,50,50,2.00,keep,,accept,,
Bernstein,AfakIg9E_ao,40,AfakIg9E_ao(40)__r00,skeletons/Bernstein/AfakIg9E_ao(40)__r00,25.000,78,78,3.12,keep,,accept,,
Bernstein,AfakIg9E_ao,41,AfakIg9E_ao(41)__r00,skeletons/Bernstein/AfakIg9E_ao(41)__r00,25.000,117,117,4.68,keep,,accept,,
Bernstein,AfakIg9E_ao,42,AfakIg9E_ao(42)__r00,skeletons/Bernstein/AfakIg9E_ao(42)__r00,25.000,94,94,3.76,keep,,accept,,
Bernstein,AfakIg9E_ao,43,AfakIg9E_ao(43)__r00,skeletons/Bernstein/AfakIg9E_ao(43)__r00,25.000,171,87,3.48,keep,accept,,,
Bernstein,AfakIg9E_ao,45,AfakIg9E_ao(45)__r00,skeletons/Bernstein/AfakIg9E_ao(45)__r00,25.000,82,82,3.28,keep,accept,,,
Bernstein,AfakIg9E_ao,45,AfakIg9E_ao(45)__r01,skeletons/Bernstein/AfakIg9E_ao(45)__r01,25.000,233,225,5.32,keep,accept,,,
Bernstein,AfakIg9E_ao,51,AfakIg9E_ao(51)__r00,skeletons/Bernstein/AfakIg9E_ao(51)__r00,25.000,84,72,2.88,keep,,accept,,
Bernstein,AfakIg9E_ao,54,AfakIg9E_ao(54)__r00,skeletons/Bernstein/AfakIg9E_ao(54)__r00,25.000,61,52,2.08,keep,,accept,,
Bernstein,Bj6KLv7kv2Q,1,Bj6KLv7kv2Q(01)__r01,skeletons/Bernstein/Bj6KLv7kv2Q(01)__r01,30.000,82,82,2.73,keep,,accept,,
Bernstein,Bj6KLv7kv2Q,2,Bj6KLv7kv2Q(02)__r00,skeletons/Bernstein/Bj6KLv7kv2Q(02)__r00,30.000,102,102,3.40,keep,,accept,,
Bernstein,CplmVMyPH80,2,CplmVMyPH80(02)__r00,skeletons/Bernstein/CplmVMyPH80(02)__r00,25.000,310,308,11.04,keep,,accept,,
Bernstein,CplmVMyPH80,2,CplmVMyPH80(02)__r01,skeletons/Bernstein/CplmVMyPH80(02)__r01,25.000,151,135,4.24,keep,,accept,,
Bernstein,CplmVMyPH80,5,CplmVMyPH80(05)__r00,skeletons/Bernstein/CplmVMyPH80(05)__r00,25.000,115,109,2.96,keep,,accept,,
Bernstein,CplmVMyPH80,103,CplmVMyPH80(103)__r00,skeletons/Bernstein/CplmVMyPH80(103)__r00,25.000,79,75,3.00,keep,,accept,,
Bernstein,CplmVMyPH80,104,CplmVMyPH80(104)__r01,skeletons/Bernstein/CplmVMyPH80(104)__r01,25.000,76,76,3.04,keep,,accept,,
Bernstein,CplmVMyPH80,107,CplmVMyPH80(107)__r00,skeletons/Bernstein/CplmVMyPH80(107)__r00,25.000,55,55,2.20,keep,,accept,,
Bernstein,CplmVMyPH80,107,CplmVMyPH80(107)__r01,skeletons/Bernstein/CplmVMyPH80(107)__r01,25.000,77,77,3.08,keep,,accept,,
Bernstein,CplmVMyPH80,11,CplmVMyPH80(11)__r00,skeletons/Bernstein/CplmVMyPH80(11)__r00,25.000,61,61,2.44,keep,,accept,,
Bernstein,CplmVMyPH80,110,CplmVMyPH80(110)__r00,skeletons/Bernstein/CplmVMyPH80(110)__r00,25.000,67,56,2.24,keep,,accept,,
Bernstein,CplmVMyPH80,117,CplmVMyPH80(117)__r00,skeletons/Bernstein/CplmVMyPH80(117)__r00,25.000,82,53,2.12,keep,,accept,,
Bernstein,CplmVMyPH80,119,CplmVMyPH80(119)__r00,skeletons/Bernstein/CplmVMyPH80(119)__r00,25.000,82,81,3.24,keep,,accept,,
Bernstein,CplmVMyPH80,14,CplmVMyPH80(14)__r00,skeletons/Bernstein/CplmVMyPH80(14)__r00,25.000,262,262,10.48,keep,,accept,,
Bernstein,CplmVMyPH80,15,CplmVMyPH80(15)__r00,skeletons/Bernstein/CplmVMyPH80(15)__r00,25.000,349,349,8.76,keep,,accept,,
Bernstein,CplmVMyPH80,15,CplmVMyPH80(15)__r01,skeletons/Bernstein/CplmVMyPH80(15)__r01,25.000,94,94,3.76,keep,,accept,,
Bernstein,CplmVMyPH80,20,CplmVMyPH80(20)__r00,skeletons/Bernstein/CplmVMyPH80(20)__r00,25.000,111,111,2.76,keep,accept,,,
Bernstein,CplmVMyPH80,23,CplmVMyPH80(23)__r00,skeletons/Bernstein/CplmVMyPH80(23)__r00,25.000,68,68,2.72,keep,accept,,,
Bernstein,CplmVMyPH80,24,CplmVMyPH80(24)__r00,skeletons/Bernstein/CplmVMyPH80(24)__r00,25.000,125,125,5.00,keep,,accept,,
Bernstein,CplmVMyPH80,27,CplmVMyPH80(27)__r00,skeletons/Bernstein/CplmVMyPH80(27)__r00,25.000,114,105,4.20,keep,,accept,,
Bernstein,CplmVMyPH80,30,CplmVMyPH80(30)__r00,skeletons/Bernstein/CplmVMyPH80(30)__r00,25.000,71,61,2.44,keep,,accept,,
Bernstein,CplmVMyPH80,35,CplmVMyPH80(35)__r00,skeletons/Bernstein/CplmVMyPH80(35)__r00,25.000,89,80,3.20,keep,,accept,,
Bernstein,CplmVMyPH80,36,CplmVMyPH80(36)__r00,skeletons/Bernstein/CplmVMyPH80(36)__r00,25.000,266,266,6.28,keep,,accept,,
Bernstein,CplmVMyPH80,37,CplmVMyPH80(37)__r00,skeletons/Bernstein/CplmVMyPH80(37)__r00,25.000,224,223,8.92,keep,,accept,,
Bernstein,CplmVMyPH80,40,CplmVMyPH80(40)__r00,skeletons/Bernstein/CplmVMyPH80(40)__r00,25.000,185,185,3.00,keep,,accept,,
Bernstein,CplmVMyPH80,41,CplmVMyPH80(41)__r00,skeletons/Bernstein/CplmVMyPH80(41)__r00,25.000,59,59,2.36,keep,,accept,,
